split,image,label,frame_source,frame_index,visible_keypoints,bbox_xyxy
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00016_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00016_frame_000000.txt,images2_frame_00016.jpg,0,6,"[856.1289599999998,648.87156,1124.5161599999997,979.19388]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00017_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00017_frame_000000.txt,images2_frame_00017.jpg,0,6,"[870.3225600000001,651.4511399999999,1120.64448,983.0640599999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00018_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00018_frame_000000.txt,images2_frame_00018.jpg,0,6,"[865.16064,654.03234,1128.38688,989.5159799999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00019_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00019_frame_000000.txt,images2_frame_00019.jpg,0,6,"[872.904,652.74228,1083.22656,983.0646]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00020_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00020_frame_000000.txt,images2_frame_00020.jpg,0,6,"[838.06464,642.41964,1130.96832,983.0645999999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00021_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00021_frame_000000.txt,images2_frame_00021.jpg,0,6,"[866.4508799999999,655.3223999999999,1127.0966399999998,988.2259199999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00022_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00022_frame_000000.txt,images2_frame_00022.jpg,0,6,"[854.8387200000001,639.83898,1110.3235200000001,888.87078]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00023_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00023_frame_000000.txt,images2_frame_00023.jpg,0,6,"[848.3865599999999,645.0002999999999,1097.41824,883.7094599999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00025_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00025_frame_000000.txt,images2_frame_00025.jpg,0,6,"[849.67872,639.83844,1103.87136,892.74204]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00026_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00026_frame_000000.txt,images2_frame_00026.jpg,0,6,"[831.61248,646.29036,1094.83872,890.16084]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00027_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00027_frame_000000.txt,images2_frame_00027.jpg,0,6,"[853.54848,468.22536,1180.00032,922.41936]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00028_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00028_frame_000000.txt,images2_frame_00028.jpg,0,6,"[761.9347200000001,483.70986000000005,1176.1286400000001,807.5813400000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images2_frame_00029_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images2_frame_00029_frame_000000.txt,images2_frame_00029.jpg,0,6,"[773.5488,509.51592000000005,1187.74272,798.5476800000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00000_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00000_frame_000000.txt,images3_frame_00000.jpg,0,6,"[865.1615999999999,395.96741999999995,1285.80672,654.03234]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00001_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00001_frame_000000.txt,images3_frame_00001.jpg,0,6,"[866.45184,410.16077999999993,1272.9043199999999,668.2257]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00002_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00002_frame_000000.txt,images3_frame_00002.jpg,0,6,"[794.1945599999999,366.2901,1225.1616,634.6776600000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00003_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00003_frame_000000.txt,images3_frame_00003.jpg,0,6,"[820.0003200000001,359.83871999999997,1222.58016,630.8063999999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00005_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00005_frame_000000.txt,images3_frame_00005.jpg,0,6,"[849.6777599999999,353.3868,1227.7430399999998,661.77432]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00006_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00006_frame_000000.txt,images3_frame_00006.jpg,0,6,"[812.2579200000001,370.1619,1238.064,650.1616200000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00007_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00007_frame_000000.txt,images3_frame_00007.jpg,0,6,"[928.3872000000001,550.80702,1285.80672,795.9680999999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00008_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00008_frame_000000.txt,images3_frame_00008.jpg,0,5,"[830.32224,580.4838,1267.7424,792.0968399999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00010_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00010_frame_000000.txt,images3_frame_00010.jpg,0,6,"[867.7420800000001,508.22640000000007,1299.99936,783.0648000000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00011_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00011_frame_000000.txt,images3_frame_00011.jpg,0,6,"[945.1612799999998,384.35472000000004,1284.51552,706.9356]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00012_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00012_frame_000000.txt,images3_frame_00012.jpg,0,5,"[973.5475200000001,534.0319200000001,1266.4512,919.8381600000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00013_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00013_frame_000000.txt,images3_frame_00013.jpg,0,6,"[852.2582399999999,536.61312,1256.1283199999998,786.93552]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00014_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00014_frame_000000.txt,images3_frame_00014.jpg,0,6,"[890.9683199999998,546.9352200000001,1258.7097599999997,860.48406]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00016_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00016_frame_000000.txt,images3_frame_00016.jpg,0,6,"[974.83872,565.00038,1250.96736,925.00002]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00018_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00018_frame_000000.txt,images3_frame_00018.jpg,0,5,"[852.2572799999998,566.2899,1257.41952,832.09626]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00019_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00019_frame_000000.txt,images3_frame_00019.jpg,0,6,"[822.5817599999999,572.74182,1248.3878399999999,828.2255399999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00020_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00020_frame_000000.txt,images3_frame_00020.jpg,0,6,"[897.4195199999999,549.51642,1245.8073599999998,835.96806]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00022_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00022_frame_000000.txt,images3_frame_00022.jpg,0,6,"[903.87168,575.32248,1244.51616,895.32216]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00023_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00023_frame_000000.txt,images3_frame_00023.jpg,0,5,"[831.61248,545.64516,1226.4508799999999,851.4514800000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00024_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00024_frame_000000.txt,images3_frame_00024.jpg,0,6,"[1001.93472,561.12858,1235.48352,930.1613400000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00025_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00025_frame_000000.txt,images3_frame_00025.jpg,0,6,"[936.12864,545.6457,1245.80544,891.45198]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00027_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00027_frame_000000.txt,images3_frame_00027.jpg,0,6,"[862.5801600000001,686.2897800000001,1302.5808000000002,903.0641400000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00028_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00028_frame_000000.txt,images3_frame_00028.jpg,0,6,"[741.29088,473.3872199999999,1232.9030400000001,881.12934]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images3_frame_00029_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images3_frame_00029_frame_000000.txt,images3_frame_00029.jpg,0,5,"[773.5478400000001,708.2262000000001,1287.096,882.4194]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00000_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00000_frame_000000.txt,images4_frame_00000.jpg,0,6,"[610.96704,439.83918,1199.3548799999999,890.16138]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00001_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00001_frame_000000.txt,images4_frame_00001.jpg,0,6,"[596.7744,370.16082000000006,1205.8060799999998,874.67742]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00002_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00002_frame_000000.txt,images4_frame_00002.jpg,0,6,"[636.77376,353.38734,1225.1616,873.38682]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00003_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00003_frame_000000.txt,images4_frame_00003.jpg,0,6,"[586.4515200000001,435.96738000000005,1229.03136,854.03214]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00005_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00005_frame_000000.txt,images4_frame_00005.jpg,0,6,"[569.67648,388.22543999999994,1194.1929599999999,866.93544]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00006_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00006_frame_000000.txt,images4_frame_00006.jpg,0,6,"[790.32384,549.5153399999999,1223.87136,873.38682]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00007_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00007_frame_000000.txt,images4_frame_00007.jpg,0,6,"[645.8063999999999,366.29064000000005,1214.83872,873.3873600000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00008_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00008_frame_000000.txt,images4_frame_00008.jpg,0,6,"[601.93632,394.67736,1172.2588799999999,863.0647200000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00009_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00009_frame_000000.txt,images4_frame_00009.jpg,0,6,"[632.90208,372.74201999999997,1194.1929599999999,868.2255]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00010_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00010_frame_000000.txt,images4_frame_00010.jpg,0,6,"[683.22528,367.5807,1194.19296,910.80666]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00011_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00011_frame_000000.txt,images4_frame_00011.jpg,0,6,"[764.51712,438.54804,1192.90368,903.06468]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00013_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00013_frame_000000.txt,images4_frame_00013.jpg,0,5,"[675.48384,346.93595999999997,1240.6454399999998,909.5165999999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00014_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00014_frame_000000.txt,images4_frame_00014.jpg,0,6,"[732.25824,492.74135999999993,1181.29056,804.9995999999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00015_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00015_frame_000000.txt,images4_frame_00015.jpg,0,6,"[581.2896000000001,437.25798,1178.70912,841.12938]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00017_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00017_frame_000000.txt,images4_frame_00017.jpg,0,6,"[585.16032,385.64477999999997,1174.8384,828.2255399999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00018_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00018_frame_000000.txt,images4_frame_00018.jpg,0,6,"[764.5161599999999,505.64466000000004,1270.32288,909.51606]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00019_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00019_frame_000000.txt,images4_frame_00019.jpg,0,6,"[858.7094400000001,371.45196,1235.48448,861.77412]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00020_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00020_frame_000000.txt,images4_frame_00020.jpg,0,6,"[893.5488,384.35472000000004,1262.58048,863.0647200000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00022_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00022_frame_000000.txt,images4_frame_00022.jpg,0,6,"[820.0003200000001,393.38676,1256.13024,872.0967599999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00023_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00023_frame_000000.txt,images4_frame_00023.jpg,0,6,"[878.0649599999998,346.93542,1222.58016,877.2575400000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00024_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00024_frame_000000.txt,images4_frame_00024.jpg,0,6,"[822.5808,411.45192,1217.4191999999998,846.29016]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00025_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00025_frame_000000.txt,images4_frame_00025.jpg,0,6,"[867.74112,434.67785999999995,1245.8064,901.7746199999999]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00028_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00028_frame_000000.txt,images4_frame_00028.jpg,0,6,"[885.80736,397.2574800000001,1248.38784,896.6127600000001]"
train,dataset/horse_pose_yolo_core6_crop_probe/images/train/images4_frame_00029_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/train/images4_frame_00029_frame_000000.txt,images4_frame_00029.jpg,0,6,"[903.87072,371.45142000000004,1216.128,852.74154]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00003_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00003_frame_000000.txt,images1_frame_00003.jpg,0,6,"[710.32224,414.03257999999994,1213.54848,725.0002199999999]"
val,dataset/horse_pose_yolo_core6_crop_probe/images/val/images1_frame_00004_frame_000000.jpg,dataset/horse_pose_yolo_core6_crop_probe/labels/val/images1_frame_00004_frame_000000.txt,images1_frame_00004.jpg,0,6,"[696.1296,429.51599999999996,1209.67776,739.1930399999999]"
