split,image,label,frame_source,frame_index,visible_keypoints,bbox_xyxy
train,dataset/horse_pose_yolo_core6_probe/images/train/images2_frame_00023_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images2_frame_00023_frame_000000.txt,images2_frame_00023.jpg,0,4,"[0.0,0.0,1919.0,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images2_frame_00026_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images2_frame_00026_frame_000000.txt,images2_frame_00026.jpg,0,4,"[0.0,0.0,1919.0,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images3_frame_00011_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images3_frame_00011_frame_000000.txt,images3_frame_00011.jpg,0,4,"[0.0,0.0,1844.93859375,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images3_frame_00014_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images3_frame_00014_frame_000000.txt,images3_frame_00014.jpg,0,4,"[568.50375,0.0,1672.82828125,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images3_frame_00023_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images3_frame_00023_frame_000000.txt,images3_frame_00023.jpg,0,4,"[389.49703124999996,0.0,1919.0,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00002_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00002_frame_000000.txt,images4_frame_00002.jpg,0,5,"[562.656796875,0.0,1806.108828125,1060.02875]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00003_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00003_frame_000000.txt,images4_frame_00003.jpg,0,4,"[237.47625,0.0,1793.96515625,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00009_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00009_frame_000000.txt,images4_frame_00009.jpg,0,4,"[575.250234375,0.0,1636.097421875,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00014_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00014_frame_000000.txt,images4_frame_00014.jpg,0,4,"[0.0,0.0,1764.280625,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00015_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00015_frame_000000.txt,images4_frame_00015.jpg,0,4,"[440.020703125,0.0,1722.60234375,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00019_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00019_frame_000000.txt,images4_frame_00019.jpg,0,4,"[558.60890625,0.0,1806.408671875,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00025_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00025_frame_000000.txt,images4_frame_00025.jpg,0,5,"[591.8915625,0.0,1919.0,1079.0]"
train,dataset/horse_pose_yolo_core6_probe/images/train/images4_frame_00028_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/train/images4_frame_00028_frame_000000.txt,images4_frame_00028.jpg,0,5,"[421.88015625,0.0,1919.0,1079.0]"
val,dataset/horse_pose_yolo_core6_probe/images/val/images1_frame_00013_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/val/images1_frame_00013_frame_000000.txt,images1_frame_00013.jpg,0,6,"[0.0,0.0,1820.95109375,1079.0]"
val,dataset/horse_pose_yolo_core6_probe/images/val/images1_frame_00017_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/val/images1_frame_00017_frame_000000.txt,images1_frame_00017.jpg,0,4,"[539.268984375,0.0,1919.0,1079.0]"
val,dataset/horse_pose_yolo_core6_probe/images/val/images1_frame_00028_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/val/images1_frame_00028_frame_000000.txt,images1_frame_00028.jpg,0,5,"[323.381484375,0.0,1884.218125,1079.0]"
val,dataset/horse_pose_yolo_core6_probe/images/val/images2_frame_00001_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/val/images2_frame_00001_frame_000000.txt,images2_frame_00001.jpg,0,4,"[561.457421875,0.0,1713.60703125,1079.0]"
val,dataset/horse_pose_yolo_core6_probe/images/val/images4_frame_00004_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/val/images4_frame_00004_frame_000000.txt,images4_frame_00004.jpg,0,4,"[439.87078125,2.497343749999999,1778.97296875,1079.0]"
val,dataset/horse_pose_yolo_core6_probe/images/val/images4_frame_00021_frame_000000.jpg,dataset/horse_pose_yolo_core6_probe/labels/val/images4_frame_00021_frame_000000.txt,images4_frame_00021.jpg,0,4,"[430.575625,0.0,1904.457578125,1079.0]"
